,Course,Name,CRN,Type,Section,Time,Day,Location,Instructor
0,MICR590,Individual Topics,10582,Independent Study,,ARRANGED,n.a.,n.a.,
1,MICR595,Microbiology Graduate Seminar,34411,Conference,A,04:00PM - 04:50PM,TR,B102 Chemical and Life Sci Lab,"Kehl-Fie, T"
2,MICR599,Thesis Research,10005,Independent Study,,ARRANGED,n.a.,n.a.,
