,Course,Name,CRN,Type,Section,Time,Day,Location,Instructor
0,WLOF202,Elementary Wolof II,30875,Lecture-Discussion,A,ARRANGED,n.a.,Location Pending,"Gathogo, M & Saadah, E"
1,WLOF404,Intermediate Wolof II,30986,Lecture-Discussion,A,ARRANGED,n.a.,Location Pending,"Gathogo, M & Saadah, E"
2,WLOF406,Advanced Wolof II,48758,Lecture-Discussion,A1,ARRANGED,n.a.,Location Pending,"Gathogo, M & Saadah, E"
